Entry,Ref,OLDRS,RANK,RS,RAWQP,QP,RANK2,RS2,RAWQP2,QP2,RANK3,RS3,RAWQP3,QP3,RawAvg,RatingYear,Vintage,Qterms,FullName,AppellationLevel,AppellationName,WineryName,Region,EvaluationAvg,Price,Grapes,Pairing,ScoreAvg,EvaluationAIS,ScoreAIS,EvaluationGR,ScoreGR,SLC,TLC,WineTypeIT,WineType,Alcohol,Bottles,AgingMonths,AgingTypeIT,AgingType,Tasting,Notes,Country,VintageNV,Method,Sweetness
2,0000011,,,,,,,,,,,,,,,2018,2009,,Amarone Croce Del Gal Black,DOCG,Amarone Della Valpolicella,Benedetti Corte Antica,Veneto,4,50-54,Corvina 35% – Corvinone 35% – Rondinella 25% – Croatina 5%,Controfiletto di cervo con salsa al ribes,90,,90,na,,Veneto Valpolicella,,Rosso fermo,Red Wine,17,,48,botte grande,big oak,,,Italy,,,
2,0000011,,,,,,,,,,,,,,,2019,2011,,Amarone Croce Del Gal Black,DOCG,Amarone Della Valpolicella,Benedetti Corte Antica,Veneto,5,50-54,Corvina 35% – Corvinone 35% – Rondinella 25% – Croatina 5%,Bocconcini di cinghiale alle prugne,91,,91,na,,Veneto Valpolicella,,Rosso fermo,Red Wine,17,,48,botte grande,big oak,,,Italy,,,
1,0000011-1,3.98,47,25,0.48,27,48,25,0.48,23,,,,,4.5,,,,Amarone Croce Del Gal Black,DOCG,Amarone Della Valpolicella,Benedetti Corte Antica,Veneto,4★-5★,50-54,Corvina 35% – Corvinone 35% – Rondinella 25% – Croatina 5%,Controfiletto di cervo con salsa al ribes – Bocconcini di cinghiale alle prugne,na,,na,na,,Veneto Valpolicella,,Rosso fermo,Red Wine,17,,48,botte grande,big oak,,,Italy,,,
2,0006236,,,,,,,,,,,,,,,2023,2006,Classico – Riserva,Amarone Classico Riserva Croce Del Gal Gold,DOCG,Amarone Della Valpolicella,Benedetti Corte Antica,Veneto,5,124-148,Corvina 35% – Corvinone 35% – Rondinella 25% – Croatina 5%,Bocconcini di cinghiale alle prugne,91,,92,na,,Veneto Valpolicella,,Rosso fermo,Red Wine,17.5,2,-,-,-,"Granato vivido di bella trasparenza. Balsamico e mentolato su un frutto ancora Intonso, rbes e lampone, pol le sensazioni floreali i rosa. Palato raffinato e perfettamente equilibrato, nessun cedimento, ben fresco con tannino setoso. IL ricordo i fa di china e ginepro. Una sinfonia perfetta.  ",,Italy,,,
1,0006236-1,2.98,68,19,0.14,8,69,19,0.14,7,,,,,5.0,,,Classico – Riserva,Amarone Classico Riserva Croce Del Gal Gold,DOCG,Amarone Della Valpolicella,Benedetti Corte Antica,Veneto,5★,124-148,Corvina 35% – Corvinone 35% – Rondinella 25% – Croatina 5%,Bocconcini di cinghiale alle prugne,91.0,0★,92.0,nd,nd,Veneto Valpolicella,,Rosso fermo,Red Wine,17.5,2k,-,-,-,,,Italy,,,
2,0000012,,,,,,,,,,,,,,,2018,2009,Classico,Amarone Classico,DOCG,Amarone Della Valpolicella,Bertani,Veneto,5,100-124,Corvina 80% – Rondinella 20%,Germano reale al forno,93,,93,na,,Veneto Valpolicella,,Rosso fermo,Red Wine,15,,72,botte grande,big oak,,,Italy,,,
2,0000012,,,,,,,,,,,,,,,2019,2010,Classico,Amarone Classico,DOCG,Amarone Della Valpolicella,Bertani,Veneto,4,100-124,Corvina 80% – Rondinella 20%,Guancia di manzo al vino,90,,90,na,,Veneto Valpolicella,,Rosso fermo,Red Wine,15,,84,botte grande,big oak,,,Italy,,,
2,0000012,,,,,,,,,,,,,,,2020,2011,Classico,Amarone Classico,DOCG,Amarone Della Valpolicella,Bertani,Veneto,3,100-124,Corvina 80% – Rondinella 20%,Sella di cervo con purè di sedano rapa,88,,88,na,,Veneto Valpolicella,,Rosso fermo,Red Wine,15,,84,botte grande,big oak,,,Italy,,,
2,0000012,,,,,,,,,,,,,,,2021,2012,Classico,Amarone Classico,DOCG,Amarone Della Valpolicella,Bertani,Veneto,5,100-124,Corvina 80% – Rondinella 20%,nd,95,,95,na,,Veneto Valpolicella,,Rosso fermo,Red Wine,15,,84,botte grande,big oak,,,Italy,,,
1,0000012-1,7.30,11,46,0.41,23,11,46,0.41,20,,,,,4.3,,,Classico,Amarone Classico,DOCG,Amarone Della Valpolicella,Bertani,Veneto,3★-5★,100-124,Corvina 80% – Rondinella 20%,Germano reale al forno – Guancia di manzo al vino – Sella di cervo con purè di sedano rapa,na,,na,na,,Veneto Valpolicella,,Rosso fermo,Red Wine,15,,72-84 mesi in botte grande,botte grande,big oak,,,Italy,,,
2,0000013,,,,,,,,,,,,,,,2018,2014,Valpantena,Amarone Valpantena,DOCG,Amarone Della Valpolicella,Bertani,Veneto,3,45-49,Corvina 80% – Rondinella 20%,Coscia d'anatra arrosto,88,,88,na,,Veneto Valpolicella,,Rosso fermo,Red Wine,15,70,24,botte grande,big oak,,,Italy,,,
2,0000013,,,,,,,,,,,,,,,2019,2015,Valpantena,Amarone Valpantena,DOCG,Amarone Della Valpolicella,Bertani,Veneto,3,45-49,Corvina 80% – Rondinella 20%,Guancia di manzo al vino,87,,87,na,,Veneto Valpolicella,,Rosso fermo,Red Wine,15,70,24,botte grande,big oak,,,Italy,,,
2,0000013,,,,,,,,,,,,,,,2020,2016,Valpantena,Amarone Valpantena,DOCG,Amarone Della Valpolicella,Bertani,Veneto,3,45-49,Corvina 80% – Rondinella 20%,Manzo brasato con funghi,87,,87,na,,Veneto Valpolicella,,Rosso fermo,Red Wine,15,70,24,botte grande,big oak,,,Italy,,,
2,0000013,,,,,,,,,,,,,,,2021,2017,Valpantena,Amarone Valpantena,DOCG,Amarone Della Valpolicella,Bertani,Veneto,3,45-49,Corvina 80% – Rondinella 20%,Faraona ripiena in crosta di pancetta,88,,88,na,,Veneto Valpolicella,,Rosso fermo,Red Wine,15,70,24,botte grande,big oak,,,Italy,,,
2,0000013,,,,,,,,,,,,,,,2022,2018,Valpantena,Amarone Valpantena,DOCG,Amarone Della Valpolicella,Bertani,Veneto,3,45-49,Corvina 80% – Rondinella 20%,nd,88,,88,na,,Veneto Valpolicella,,Rosso fermo,Red Wine,15,70,30,botte grande,big oak,,,Italy,,,
2,0000013,,,,,,,,,,,,,,,2023,2019,Valpantena,Amarone Valpantena,DOCG,Amarone Della Valpolicella,Bertani,Veneto,3,45-49,Corvina 80% – Rondinella 20%,Tagliata al pepe verde,88,,86,na,,Veneto Valpolicella,,Rosso fermo,Red Wine,15,70,30,botte grande,big oak,,,Italy,,,
1,00013-1,2.03,97,13,0.27,15,98,13,0.27,13,,,,,3.0,,,Valpantena,Amarone Valpantena,DOCG,Amarone Della Valpolicella,Bertani,Veneto,3★,45-49,Corvina 80% – Rondinella 20%,Coscia d'anatra arrosto – Guancia di manzo al vino – Manzo brasato con funghi – Faraona ripiena in crosta di pancetta – Tagliata al pepe verde,87.7,0★,87.3,nd,nd,Veneto Valpolicella,,Rosso fermo,Red Wine,15,70k,30,botte grande,big oak,,,Italy,,,
2,0000178,,,,,,,,,,,,,,,2020,2015,Classico,Amarone Classico Rhetico,DOCG,Amarone Della Valpolicella,Bolla,Veneto,3,30-34,Corvina 85% – Rondinella 15%,Capretto arrosto alle erbe aromatiche,86,,86,na,,Veneto Valpolicella,,Rosso fermo,Red Wine,16,11,24,botte piccola/botte grande,small oak/big oak,"Luminoso granato con sfumature aranciate. Confetture di more e mirtilli lasciano spazio a rinfrescanti impronte di eucalipto e incenso, che sfumano in ricordi di rosa e spezie, tra cui spiccano l'anice stellato e la vaniglia. Allungo fruttato dai cenni di grafite. Nello spartito dell'assaggio, l'avvolgente e durevole vena alcolica è bilanciata da energica freschezza, sapidità e un misurato tannino. Sfizioso il ricordo speziato e minerale del congedo.",,Italy,,,
1,0000178-1,0.34,192,2,0.07,4,195,2,0.07,3,,,,,3.0,,,Classico,Amarone Classico Rhetico,DOCG,Amarone Della Valpolicella,Bolla,Veneto,3★,30-34,Corvina 85% – Rondinella 15%,Capretto arrosto alle erbe aromatiche,na,,na,na,,Veneto Valpolicella,,Rosso fermo,Red Wine,16,11,24,botte piccola/botte grande,small oak/big oak,,,Italy,,,
2,0000179,,,,,,,,,,,,,,,2020,2015,Classico – Riserva,Amarone Classico Riserva Le Origini,DOCG,Amarone Della Valpolicella,Bolla,Veneto,3,50-54,Corvina 80% – Rondinella 20%,Germano reale al forno in salsa all'Amarone,86,,86,na,,Veneto Valpolicella,,Rosso fermo,Red Wine,16,25,36,botte grande,big oak,"Vivo rosso granato con sfondo aranciato,  dal lento incedere. Gli iniziali riconoscimenti di eucalipto sono seguiti nitidamente da zafferano, coriandolo, liquirizia e cardamomo, che evolvono in sensazioni di petali di rosa  e viola; finale fruttato di confettura di mirtill  e lamponi. Al palato è di buona freschezza e delicata morbidezza, caldo, in equilibrio con sapidità e tannino perfettamente smussato. Persistente e dal lungo e coerente epilogo speziato e fruttato. ",,Italy,,,
1,0000179-1,0.34,192,2,0.04,2,195,2,0.04,2,,,,,3.0,,,Classico – Riserva,Amarone Classico Riserva Le Origini,DOCG,Amarone Della Valpolicella,Bolla,Veneto,4★,50-54,Corvina 80% – Rondinella 20%,Germano reale al forno in salsa all'Amarone,na,,na,na,,Veneto Valpolicella,,Rosso fermo,Red Wine,16,25,36,botte grande,big oak,,,Italy,,,
2,0000014,,,,,,,,,,,,,,,2019,2012,,Amarone Case Vecie,DOCG,Amarone Della Valpolicella,Brigaldara,Veneto,4,40-44,Corvina 55% – Corvinone 25% – Rondinella 20%,Guancia di manzo con purè,90,,90,na,,Veneto Valpolicella,,Rosso fermo,Red Wine,16.5,20,120+48,appassimento+botte grande,drying+big oak,,,Italy,,,
2,0000014,,,,,,,,,,,,,,,2020,2013,,Amarone Case Vecie,DOCG,Amarone Della Valpolicella,Brigaldara,Veneto,3,40-44,Corvina 55% – Corvinone 25% – Rondinella 20%,Tagliata di manzo ginepro e cumino,88,,88,na,,Veneto Valpolicella,,Rosso fermo,Red Wine,16.5,20,120+48,appassimento+botte grande,drying+big oak,,,Italy,,,
2,0000014,,,,,,,,,,,,,,,2022,2015,,Amarone Case Vecie,DOCG,Amarone Della Valpolicella,Brigaldara,Veneto,4,40-44,Corvina 55% – Corvinone 25% – Rondinella 20%,Anatra ripiena al forno,90,,90,na,,Veneto Valpolicella,,Rosso fermo,Red Wine,16.5,20,120+48,appassimento+botte grande,drying+big oak,,,Italy,,,
2,0000014,,,,,,,,,,,,,,,2023,2016,,Amarone Case Vecie,DOCG,Amarone Della Valpolicella,Brigaldara,Veneto,4,42-46,Corvina 55% – Corvinone 25% – Rondinella 20%,Petto di germano reale al balsamico,90,,89,na,,Veneto Valpolicella,,Rosso fermo,Red Wine,16.5,20,120+48,appassimento+botte grande,drying+big oak,,,Italy,,,
1,00014-1,3.34,57,21,0.48,27,58,21,0.48,23,,,,,3.8,,,,Amarone Case Vecie,DOCG,Amarone Della Valpolicella,Brigaldara,Veneto,3★-4★,42-46,Corvina 55% – Corvinone 25% – Rondinella 20%,Guancia di manzo con purè – Tagliata di manzo ginepro e cumino – Anatra ripiena al forno – Petto di germano reale al balsamico,89.5,0★,89.3,nd,nd,Veneto Valpolicella,,Rosso fermo,Red Wine,16.5,20k,120+48,appassimento+botte grande,drying+big oak,,,Italy,,,
2,0000015,,,,,,,,,,,,,,,2018,2012,,Amarone Cavolo,DOCG,Amarone Della Valpolicella,Brigaldara,Veneto,4,35-39,Corvina 55% – Corvinone 25% – Rondinella 20%,Brasato di lepre,90,,90,na,,Veneto Valpolicella,,Rosso fermo,Red Wine,16,15,90+48,appassimento+botte piccola/grande,drying+small oak/medium oak,,,Italy,,,
2,0000015,,,,,,,,,,,,,,,2019,2013,,Amarone Cavolo,DOCG,Amarone Della Valpolicella,Brigaldara,Veneto,3,35-39,Corvina 55% – Corvinone 25% – Rondinella 20%,Brasato ,88,,88,na,,Veneto Valpolicella,,Rosso fermo,Red Wine,16,15,90+48,appassimento+botte piccola/grande,drying+small oak/medium oak,,,Italy,,,
2,0000015,,,,,,,,,,,,,,,2021,2015,,Amarone Cavolo,DOCG,Amarone Della Valpolicella,Brigaldara,Veneto,5,35-39,Corvina 55% – Corvinone 25% – Rondinella 20%,Stracotto di asino,92,,92,na,,Veneto Valpolicella,,Rosso fermo,Red Wine,16,15,90+48,appassimento+botte piccola/grande,drying+small oak/medium oak,,,Italy,,,
2,0000015,,,,,,,,,,,,,,,2022,2016,,Amarone Cavolo,DOCG,Amarone Della Valpolicella,Brigaldara,Veneto,4,35-39,Corvina 55% – Corvinone 25% – Rondinella 20%,nd,90,,90,na,,Veneto Valpolicella,,Rosso fermo,Red Wine,16,15,90+48,appassimento+botte piccola/grande,drying+small oak/medium oak,,,Italy,,,
2,0000015,,,,,,,,,,,,,,,2023,2017,,Amarone Cavolo,DOCG,Amarone Della Valpolicella,Brigaldara,Veneto,4,35-39,Corvina 55% – Corvinone 25% – Rondinella 20%,Gulash di manzo alla paprica dolce,90,,89,na,,Veneto Valpolicella,,Rosso fermo,Red Wine,16,15,90+48,appassimento+botte piccola/grande,drying+small oak/medium oak,,,Italy,,,
1,00015-1,6.32,20,40,1.07,61,20,40,1.07,51,,,,,4.0,,,,Amarone Cavolo,DOCG,Amarone Della Valpolicella,Brigaldara,Veneto,3★-5★,35-39,Corvina 55% – Corvinone 25% – Rondinella 20%,Brasato di lepre – Brasato  – Stracotto di asino – Gulash di manzo alla paprica dolce,90.0,0★,89.8,nd,nd,Veneto Valpolicella,,Rosso fermo,Red Wine,16,15k,90+48,appassimento+botte piccola/grande,drying+small oak/medium oak,,,Italy,,,
2,0000016,,,,,,,,,,,,,,,2019,2013,Classico,Amarone Classico,DOCG,Amarone Della Valpolicella,Brigaldara,Veneto,3,35-39,Corvina 45% – Corvinone 45% – Rondinella 10%,Carrè di cervo,88,,88,na,,Veneto Valpolicella,,Rosso fermo,Red Wine,16.5,50,36,botte grande,big oak,,,Italy,,,
2,0000016,,,,,,,,,,,,,,,2021,2015,Classico,Amarone Classico,DOCG,Amarone Della Valpolicella,Brigaldara,Veneto,3,35-39,Corvina 45% – Corvinone 45% – Rondinella 10%,Arrosto misto di cacciagione,88,,88,na,,Veneto Valpolicella,,Rosso fermo,Red Wine,16.5,50,36,botte grande,big oak,,,Italy,,,
2,0000016,,,,,,,,,,,,,,,2022,2016,Classico,Amarone Classico,DOCG,Amarone Della Valpolicella,Brigaldara,Veneto,5,35-39,Corvina 45% – Corvinone 45% – Rondinella 10%,Monte veronese stagionato,91,,91,na,,Veneto Valpolicella,,Rosso fermo,Red Wine,16.5,50,36,botte grande,big oak,,,Italy,,,
2,0000016,,,,,,,,,,,,,,,2023,2017,Classico,Amarone Classico,DOCG,Amarone Della Valpolicella,Brigaldara,Veneto,5,33-37,Corvina 45% – Corvinone 45% – Rondinella 10%,Terrina di lepre alle prugne,91,,90,na,,Veneto Valpolicella,,Rosso fermo,Red Wine,16.5,50,36,botte grande,big oak,,,Italy,,,
1,00016-1,6.64,19,42,1.19,68,19,42,1.19,57,,,,,4.0,,,Classico,Amarone Classico,DOCG,Amarone Della Valpolicella,Brigaldara,Veneto,3★-5★,33-37,Corvina 45% – Corvinone 45% – Rondinella 10%,Carrè di cervo – Arrosto misto di cacciagione – Monte veronese stagionato – Terrina di lepre alle prugne,89.5,0★,89.3,nd,nd,Veneto Valpolicella,,Rosso fermo,Red Wine,16.5,50k,36,botte grande,big oak,,,Italy,,,
2,0000017,,,,,,,,,,,,,,,2022,2011,Riserva,Amarone Riserva,DOCG,Amarone Della Valpolicella,Brigaldara,Veneto,5,75-79,Corvina 50% – Corvinone 35% – Rondinella 15%,Capriolo in Salmì,92,,92,na,,Veneto Valpolicella,,Rosso fermo,Red Wine,16.5,3,36,botte piccola,small oak,,,Italy,,,
2,0000017,,,,,,,,,,,,,,,2023,2012,Riserva,Amarone Riserva,DOCG,Amarone Della Valpolicella,Brigaldara,Veneto,5,77-81,Corvina 50% – Corvinone 35% – Rondinella 15%,Braciola di cervo con salsa di ribes,92,,95,na,,Veneto Valpolicella,,Rosso fermo,Red Wine,16.5,3,36,botte piccola,small oak,"Granato vivace con note aranciate. Amplo allotfatto, con pot-pourt, piccoli utti rossi in composta, tabacco, cacao, tamarindo, fabarbaro e china; pol legno di sandalo, mirto, cannella, pepe e sottobosco.Il sorso è In perfetto equilibrio, con tannino pregiato e finale fruttato e balsamico.  ",,Italy,,,
1,00017-1,5.96,22,37,0.47,27,22,37,0.47,23,,,,,5.0,,,Riserva,Amarone Riserva,DOCG,Amarone Della Valpolicella,Brigaldara,Veneto,5★,77-81,Corvina 50% – Corvinone 35% – Rondinella 15%,Capriolo in Salmì – Braciola di cervo con salsa di ribes,92.0,0★,93.5,nd,nd,Veneto Valpolicella,,Rosso fermo,Red Wine,16.5,3k,36,botte piccola,small oak,,,Italy,,,
2,0000018,,,,,,,,,,,,,,,2022,2017,Classico,Amarone Classico,DOCG,Amarone Della Valpolicella,Brunelli,Veneto,3,30-34,Corvina 65% – Rondinella 25% – Corvinone 10%,nd,88,,88,na,,Veneto Valpolicella,,Rosso fermo,Red Wine,15,18,24,botte,oak,,,Italy,,,
2,0000018,,,,,,,,,,,,,,,2023,2018,Classico,Amarone Classico,DOCG,Amarone Della Valpolicella,Brunelli,Veneto,3,32-36,Corvina 65% – Rondinella 25% – Corvinone 10%,Reale di vitello alla senape,88,,88,na,,Veneto Valpolicella,,Rosso fermo,Red Wine,15,18,24,botte,oak,,,Italy,,,
1,00018-1,0.68,175,4,0.13,7,177,4,0.13,6,,,,,3.0,,,Classico,Amarone Classico,DOCG,Amarone Della Valpolicella,Brunelli,Veneto,3★,32-36,Corvina 65% – Rondinella 25% – Corvinone 10%,Reale di vitello alla senape,88.0,0★,88.0,nd,nd,Veneto Valpolicella,,Rosso fermo,Red Wine,15,18k,24,botte,oak,,,Italy,,,
2,0000019,,,,,,,,,,,,,,,2018,2011,Classico – Riserva,Amarone Classico Riserva Campo Del Titari,DOCG,Amarone Della Valpolicella,Brunelli,Veneto,4,60-64,Corvina 65% – Rondinella 25% – Oseleta 10%,Gulash con bacche di ginepro,90,,90,na,,Veneto Valpolicella,,Rosso fermo,Red Wine,16.5,6,42,botte piccola,small oak,,,Italy,,,
2,0000019,,,,,,,,,,,,,,,2019,2012,Classico – Riserva,Amarone Classico Riserva Campo Del Titari,DOCG,Amarone Della Valpolicella,Brunelli,Veneto,4,60-64,Corvina 65% – Rondinella 25% – Oseleta 10%,Fagiano con tartufo nero,90,,90,na,,Veneto Valpolicella,,Rosso fermo,Red Wine,16.5,6,42,botte piccola,small oak,,,Italy,,,
2,0000019,,,,,,,,,,,,,,,2020,2013,Classico – Riserva,Amarone Classico Riserva Campo Del Titari,DOCG,Amarone Della Valpolicella,Brunelli,Veneto,5,60-64,Corvina 65% – Rondinella 25% – Oseleta 10%,Controfiletto di cervo in crosta e ribes,92,,92,na,,Veneto Valpolicella,,Rosso fermo,Red Wine,16.5,6,42,botte piccola,small oak,,,Italy,,,
2,0000019,,,,,,,,,,,,,,,2022,2015,Classico – Riserva,Amarone Classico Riserva Campo Del Titari,DOCG,Amarone Della Valpolicella,Brunelli,Veneto,4,60-64,Corvina 65% – Rondinella 25% – Oseleta 10%,Selvaggina arrosto,90,,90,na,,Veneto Valpolicella,,Rosso fermo,Red Wine,16.5,6,42,botte piccola,small oak,,,Italy,,,
2,0000019,,,,,,,,,,,,,,,2023,2016,Classico – Riserva,Amarone Classico Riserva Campo Del Titari,DOCG,Amarone Della Valpolicella,Brunelli,Veneto,4,60-64,Corvina 65% – Rondinella 25% – Oseleta 10%,Capriolo con salsa di ribes,90,,88,na,,Veneto Valpolicella,,Rosso fermo,Red Wine,16.5,6,42,botte piccola,small oak,,,Italy,,,
1,00019-1,6.99,14,44,0.71,40,14,44,0.71,34,,,,,4.2,,,Classico – Riserva,Amarone Classico Riserva Campo Del Titari,DOCG,Amarone Della Valpolicella,Brunelli,Veneto,4★-5★,60-64,Corvina 65% – Rondinella 25% – Oseleta 10%,Gulash con bacche di ginepro – Fagiano con tartufo nero – Controfiletto di cervo in crosta e ribes – Selvaggina arrosto – Capriolo con salsa di ribes,90.4,0★,90.0,nd,nd,Veneto Valpolicella,,Rosso fermo,Red Wine,16.5,6k,42,botte piccola,small oak,,,Italy,,,
2,0000020,,,,,,,,,,,,,,,2018,2011,Classico – Riserva,Amarone Classico Riserva Campo Inferi,DOCG,Amarone Della Valpolicella,Brunelli,Veneto,4,45-49,Corvina 65% – Rondinella 25% – Corvinone 10%,Anatra confit in salsa al vino,90,,90,na,,Veneto Valpolicella,,Rosso fermo,Red Wine,16.5,7,42,botte grande,big oak,,,Italy,,,
2,0000020,,,,,,,,,,,,,,,2019,2012,Classico – Riserva,Amarone Classico Riserva Campo Inferi,DOCG,Amarone Della Valpolicella,Brunelli,Veneto,4,45-49,Corvina 65% – Rondinella 25% – Corvinone 10%,Filetto di cinghiale in crosta con crema ai funghi,90,,89,na,,Veneto Valpolicella,,Rosso fermo,Red Wine,16.5,7,42,botte grande,big oak,,,Italy,,,
2,0000020,,,,,,,,,,,,,,,2020,2013,Classico – Riserva,Amarone Classico Riserva Campo Inferi,DOCG,Amarone Della Valpolicella,Brunelli,Veneto,4,45-49,Corvina 65% – Rondinella 25% – Corvinone 10%,Sella di capriolo con polenta,90,,90,na,,Veneto Valpolicella,,Rosso fermo,Red Wine,16.5,7,42,botte grande,big oak,,,Italy,,,
2,0000020,,,,,,,,,,,,,,,2022,2015,Classico – Riserva,Amarone Classico Riserva Campo Inferi,DOCG,Amarone Della Valpolicella,Brunelli,Veneto,5,45-49,Corvina 65% – Rondinella 25% – Corvinone 10%,Pernice arrosto,94,,94,na,,Veneto Valpolicella,,Rosso fermo,Red Wine,16.5,7,42,botte grande,big oak,,,Italy,,,
2,0000020,,,,,,,,,,,,,,,2023,2016,Classico – Riserva,Amarone Classico Riserva Campo Inferi,DOCG,Amarone Della Valpolicella,Brunelli,Veneto,5,46-50,Corvina 65% – Rondinella 25% – Corvinone 10%,Montasio stravecchio,94,,90,na,,Veneto Valpolicella,,Rosso fermo,Red Wine,16.5,7,42,botte grande,big oak,"Rubino Intriso di granato. La sequenza olfattiva Inizia da marasca sotto splrito e confetture di mora e mirtillo tra tabacco e soffi di caffe. SI distende con pepe, cannella, Uquirizia, rosa appassita e alloro, Avvolgente  ed equiUbrato, dal tannini decsi e setosi e dal icordo che s fa fruttato.  ",,Italy,,,
1,00020-1,8.97,4,56,1.17,67,4,56,1.17,56,,,,,4.4,,,Classico – Riserva,Amarone Classico Riserva Campo Inferi,DOCG,Amarone Della Valpolicella,Brunelli,Veneto,4★-5★,46-50,Corvina 65% – Rondinella 25% – Corvinone 10%,Anatra confit in salsa al vino – Filetto di cinghiale in crosta con crema ai funghi – Sella di capriolo con polenta – Pernice arrosto – Montasio stravecchio,91.6,0★,90.6,nd,nd,Veneto Valpolicella,,Rosso fermo,Red Wine,16.5,7k,42,botte grande,big oak,,,Italy,,,
2,0000189,,,,,,,,,,,,,,,2020,2015,Classico,Amarone Classico Il Lussurioso,DOCG,Amarone Della Valpolicella,Buglioni,Veneto,3,50-54,Corvina 60% – Corvinone 20% – Rondinella 10% – Croatina 5% – Oseleta 5%  ,Gulash ,86,,86,na,,Veneto Valpolicella,,Rosso fermo,Red Wine,16,30,24,botte piccola,small oak,"Granato profondo, appena cupo e ben consistente. Esprime all'olfatto ricordi  di confettura di amarene, di ribes nero, cioccolatino alla ciliegia, ma anche la balsamicità del mentolo, la china e il bergamotto; sensazioni speziate di vaniglia, curcuma e pepe bianco, le erbe aromatiche, il timo, l'eucalipto. Sorso potente e caldo, che il tannino ancora scalpitante e la discreta dote di freschezza cercano di bilanciare. Finale di frutta sotto spirito.",,Italy,,,
1,0000189-1,0.34,192,2,0.04,2,195,2,0.04,2,,,,,3.0,,,Classico,Amarone Classico Il Lussurioso,DOCG,Amarone Della Valpolicella,Buglioni,Veneto,3★,50-54,Corvina 60% – Corvinone 20% – Rondinella 10% – Croatina 5% – Oseleta 5%  ,Gulash ,na,,na,na,,Veneto Valpolicella,,Rosso fermo,Red Wine,16,30,24,botte piccola,small oak,,,Italy,,,
