Entry,Ref,OLDRS,RS,RAWQP,QP,RS2,RAWQP2,QP2,RS3,RAWQP3,QP3,RawAvg,RatingYear,Vintage,Qterms,FullName,AppellationLevel,AppellationName,WineryName,Region,EvaluationAvg,Price,Grapes,Pairing,ScoreAvg,EvaluationAIS,ScoreAIS,EvaluationGR,ScoreGR,SLC,TLC,WineTypeIT,WineType,Alcohol,Bottles,AgingMonths,AgingTypeIT,AgingType,Tasting,Notes,Country,VintageNV,Method,Sweetness
2,0002159,,,,,,,,,,,,,2014,,Valle D'Aosta Blanc De Morgex Et De La Salle Sette Scalinate Carlo Pavese,DOC,Valle D'Aosta Blanc De Morgex Et De La Salle,Ermes Pavese,Valle D'Aosta,4,70-74,Prie Blanc 100%,Insalatina di farro e gamberi,89,4,89,nd,nd,,Valle D'Aosta White Wines,Bianco Fermo,White Wine,13,1k,6,acciaio,steel,Paglierino intenso e luminoso. Naso elegante di mela renetta, susina gialla, fiori di camomilla lievernente essiccati, succo di lime e piante officinali. Lunga la progressione gustativa,  con le componenti fresco-sapide in pregevole evidenza su un sorso di ampia durata. Vinificazione condotta esclusivamente in acciaio con 6 mesi di maturazione. ,,Italia,,,
2,0002159,,,,,,,,,,,,,2015,,Valle D'Aosta Blanc De Morgex Et De La Salle Sette Scalinate Carlo Pavese,DOC,Valle D'Aosta Blanc De Morgex Et De La Salle,Ermes Pavese,Valle D'Aosta,3,70-74,Prie Blanc 100%,Risotto integrale alla zucca,86,3,86,nd,nd,,Valle D'Aosta White Wines,Bianco Fermo,White Wine,13,1k,12,acciaio,steel,Giallo paglierino con vividi riflessi dorati. Incipit balsamico seguito da note di mela golden,  fiori gialli di montagna e sensazioni minerali  di ardesia bagnata. Attacco gustativo teso e sapido, ben supportato da note fruttate. Finale persistente e ammandorlato. Sosta per 10 mesi in acciaio. ,,Italia,,,
2,0002159,,,,,,,,,,,,,2016,,Valle D'Aosta Blanc De Morgex Et De La Salle Sette Scalinate Carlo Pavese,DOC,Valle D'Aosta Blanc De Morgex Et De La Salle,Ermes Pavese,Valle D'Aosta,3,70-74,Prie Blanc 100%,Aragosta alla catalana,86,3,86,nd,nd,,Valle D'Aosta White Wines,Bianco Fermo,White Wine,13.5,1k,12,acciaio,steel,Color giallo paglierino lucente. Profumi floreali che ammantano le narici, insieme a cenni eleganti di frutta tropicale, ananas e mango. Ricordi di erba tagliata e mentuccia nel finale. Sapido e gustoso all'assaggio, il sorso rivela piacevoli ritorni citrini di bergamotto e cedro. Riposa per 12 mesi in acciaio. ,,Italia,,,
2,0002159,,,,,,,,,,,,,2019,,Valle D'Aosta Blanc De Morgex Et De La Salle Sette Scalinate Carlo Pavese,DOC,Valle D'Aosta Blanc De Morgex Et De La Salle,Ermes Pavese,Valle D'Aosta,3,70-74,Prie Blanc 100%,Aragosta alla catalana,86,nd,nd,3,86,,Valle D'Aosta White Wines,Bianco Fermo,White Wine,13.5,1k,12,acciaio,steel,Color giallo paglierino lucente. Profumi floreali che ammantano le narici, insieme a cenni eleganti di frutta tropicale, ananas e mango. Ricordi di erba tagliata e mentuccia nel finale. Sapido e gustoso all'assaggio, il sorso rivela piacevoli ritorni citrini di bergamotto e cedro. Riposa per 12 mesi in acciaio. ,,Italia,,,
1,0002159-1,2.02,55,0.76,13,,0,,20,0.28,5,3.3,,,,Valle D'Aosta Blanc De Morgex Et De La Salle Sette Scalinate Carlo Pavese,DOC,Valle D'Aosta Blanc De Morgex Et De La Salle,Ermes Pavese,Valle D'Aosta,3★-4★,70-74,Prie Blanc 100%,Insalatina di farro e gamberi – Risotto integrale alla zucca – Aragosta alla catalana,86.8,3★-4★,87.0,3★,86.0,,Valle D'Aosta White Wines,Bianco Fermo,White Wine,13.5,1k,6-12 mesi in acciaio,acciaio,steel,,,Italy,,,
2,0002150,,,,,,,,,,,,,2019,,Valle D'Aosta Blanc De Morgex Et De La Salle,DOC,Valle D'Aosta Blanc De Morgex Et De La Salle,Marziano Vevey,Valle D'Aosta,2,15-19,Prie Blanc 100%,Insalatina di farro e gamberi,84,2,84,nd,nd,,Valle D'Aosta White Wines,Bianco Fermo,White Wine,11.5,3k,9,acciaio,steel,Giallo paglierino lucente, intarsiato di riflessi verdolini. Il naso è caratterizzato da evidenti cenni di roccia piritica. Delicate tracce di  mela, erbe di montagna e fiorellini di campo completano i riconoscimenti. Assaggio rinfrancante che prosegue verso una conclusione citrina e saporita. Solo acciaio, per 9 mesi ,,Italia,,,
2,0002150,,,,,,,,,,,,,2020,,Valle D'Aosta Blanc De Morgex Et De La Salle,DOC,Valle D'Aosta Blanc De Morgex Et De La Salle,Marziano Vevey,Valle D'Aosta,3,15-19,Prie Blanc 100%,nd,85,3,85,nd,nd,,Valle D'Aosta White Wines,Bianco Fermo,White Wine,11.5,7k,8,acciaio,steel,,,Italia,,,
1,0002150-1,0.45,12,0.73,12,,0,,5,0.27,5,2.5,,,,Valle D'Aosta Blanc De Morgex Et De La Salle,DOC,Valle D'Aosta Blanc De Morgex Et De La Salle,Marziano Vevey,Valle D'Aosta,2★-3★,15-19,Prie Blanc 100%,Insalatina di farro e gamberi,nd,2★-3★,nd,nd,nd,,Valle D'Aosta White Wines,Bianco Fermo,White Wine,11.5,3k-7k,8-9 mesi in acciaio,acciaio,steel,,,Italy,,,
2,0002156,,,,,,,,,,,,,2018,,Valle D'Aosta Blanc De Morgex Et De La Salle,DOC,Valle D'Aosta Blanc De Morgex Et De La Salle,Piero Brunet,Valle D'Aosta,3,10-14,Prie Blanc 100%,Gnocchi alla bava di fontina,86,3,86,nd,nd,,Valle D'Aosta White Wines,Bianco Fermo,White Wine,12,3k,6,acciaio,steel,Giallo paglierino tenue. Si mostra con delicati sentori di limone, fiore di pesco, menta, erba fresca e mineralità da magnesio. Rinfresca la bocca con un ingresso teso, citrico e sapido. Il finale ci regala note gustative di kiwi, cedro e mentuccia montana. Sosta per 6 mesi in botti di acciaio. ,,Italia,,,
1,0002156-1,0.34,9,0.77,13,,0,,3,0.28,5,3.0,,,,Valle D'Aosta Blanc De Morgex Et De La Salle,DOC,Valle D'Aosta Blanc De Morgex Et De La Salle,Piero Brunet,Valle D'Aosta,3★,10-14,Prie Blanc 100%,Gnocchi alla bava di fontina,nd,3★,nd,nd,nd,,Valle D'Aosta White Wines,Bianco Fermo,White Wine,12,3k,6,acciaio,steel,,,Italy,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0001996,,,,,,,,,,,,,2015,,Valle D'Aosta Chambave Muscat,DOC,Valle D'Aosta Chambave Muscat,Edoardo Braga,Valle D'Aosta,3,15-19,Muscat blanc a petit grains 100%,Risotto allo zafferano,86,3,86,nd,nd,,Valle D'Aosta White Wines,Bianco Fermo,White Wine,12.5,2k,6,acciaio,steel,Paglierino intenso con nuance dorate. Profumi che spaziano da piccola pasticceria, crème brùlée e biscotti al burro, alle tipiche note aromatiche di timo e macchia mediterranea Sorso fragrante e di lunga progressione, grazie a una gradevole nota sapida. Accenni agrumati di pompelmo rosa e vaghi ricordi di ginger in chiusura. Vinificazione e maturazione condotte in acciaio. ,Al momento della messa in commercio il noome era Valle D'Aosta Muscat Petit Grain,Italia,,,
2,0001996,,,,,,,,,,,,,2016,,Valle D'Aosta Chambave Muscat,DOC,Valle D'Aosta Chambave Muscat,Edoardo Braga,Valle D'Aosta,3,10-14,Muscat blanc a petit grains 100%,Trota fario al cartoccio,86,3,86,nd,nd,,Valle D'Aosta White Wines,Bianco Fermo,White Wine,13,2k,6,acciaio,steel,Giallo paglierino di media intensità, molto vivace. Intenso al naso, aromatico ed esuberante. Effluvi di génépy, papaia, salvia e buccia di pompelmo aprono la strada a una scia minerale gessosa. Assaggio sottile ed elegante, si fa notare per la sua compostezza Chiude, come da manuale, con una sensazione gradevolmente ammandorlata. Maturazione in acciaio. ,Al momento della messa in commercio il noome era Valle D'Aosta Muscat Petit Grain,Italia,,,
2,0001996,,,,,,,,,,,,,2017,,Valle D'Aosta Chambave Muscat,DOC,Valle D'Aosta Chambave Muscat,Edoardo Braga,Valle D'Aosta,3,10-14,Muscat blanc a petit grains 100%,Polenta concia,86,3,86,nd,nd,,Valle D'Aosta White Wines,Bianco Fermo,White Wine,13,2k,6,acciaio,steel,Paglierino luminoso. Si apre su ricordi di salvia, timo e rosmarino, incorniciato da gerbere e pesca bianca. Stuzzicanti le sfumature di lime e litchi. Il sorso è mobile e deciso, l'aromaticità preponderante è bilanciata dal contrasto sapido. Lungo epilogo al pompelmo rosa. Riposa per un anno, in parte in acciaio e in parte in botti di rovere. ,Al momento della messa in commercio il noome era Valle D'Aosta Muscat Petit Grain,Italia,,,
2,0001996,,,,,,,,,,,,,2018,,Valle D'Aosta Chambave Muscat,DOC,Valle D'Aosta Chambave Muscat,Edoardo Braga,Valle D'Aosta,3,10-14,Muscat blanc a petit grains 100%,Volauvent ricotta e spinaci,86,3,86,nd,nd,,Valle D'Aosta White Wines,Bianco Fermo,White Wine,13,1k,6,acciaio,steel,Giallo paglierino con accenni dorati Affascinano l'olfatto fragranti profumi di pesca di vigna, uva spina, agrumi, melissa e un soffio di salvia e timo. Al palato risulta avvolgente e dotato di succosa freschezza. ll sorso è teso, con ricordì di camomilla e pompelmo. Sosta in acciaio per 6 mesi. ,Al momento della messa in commercio il noome era Valle D'Aosta Muscat Petit Grain,Italia,,,
2,0001996,,,,,,,,,,,,,2020,,Valle D'Aosta Chambave Muscat,DOC,Valle D'Aosta Chambave Muscat,Edoardo Braga,Valle D'Aosta,3,10-14,Moscato Bianco 100%,nd,86,3,86,nd,nd,,Valle D'Aosta White Wines,Bianco Fermo,White Wine,13,2k,6,acciaio,steel,,,Italia,,,
1,0001996-1,1.69,32,2.64,45,,0,,17,1.42,24,3.0,,,,Valle D'Aosta Chambave Muscat,DOC,Valle D'Aosta Chambave Muscat,Edoardo Braga,Valle D'Aosta,3★,10-14,Moscato Bianco 100%,Risotto allo zafferano – Trota fario al cartoccio – Polenta concia – Volauvent ricotta e spinaci,nd,3★,nd,nd,nd,,Valle D'Aosta White Wines,Bianco Fermo,White Wine,13,1k-2k,6,acciaio,steel,,Dal 2020 la specifica di vitigno è stata sostituita da una menzione geografica,Italy,,,
2,0001999,,,,,,,,,,,,,2015,,Valle D'Aosta Chambave Muscat,DOC,Valle D'Aosta Chambave Muscat,La Crotta Di Vegneron,Valle D'Aosta,3,10-14,Muscat blanc a petit grains 100%,Crespelle alla valdostana,86,3,86,nd,nd,,Valle D'Aosta White Wines,Bianco Fermo,White Wine,13,50k,6,acciaio,steel,Paglierino intenso con riflessi dorati. Olfatto scandito dall'aromaticità del vitigno, con richiami successivi di pesca gialla matura, gelsomino, foglioline di basilico e timo essiccato. All'assaggio mostra una vigorosa sapidità, che asseconda un palato solido e avvolgente. Vinificazione condotta in acciaio, con 6 mesi di permanenza sulle fecce fini ,,Italia,,,
2,0001999,,,,,,,,,,,,,2016,,Valle D'Aosta Chambave Muscat,DOC,Valle D'Aosta Chambave Muscat,La Crotta Di Vegneron,Valle D'Aosta,3,10-14,Muscat blanc a petit grains 100%,nd,85,3,85,nd,nd,,Valle D'Aosta White Wines,Bianco Fermo,White Wine,13,65k,4,acciaio,steel,,,Italia,,,
2,0001999,,,,,,,,,,,,,2017,,Valle D'Aosta Chambave Muscat,DOC,Valle D'Aosta Chambave Muscat,La Crotta Di Vegneron,Valle D'Aosta,3,10-14,Muscat blanc a petit grains 100%,nd,85,3,85,nd,nd,,Valle D'Aosta White Wines,Bianco Fermo,White Wine,13,25k,4,acciaio,steel,,,Italia,,,
2,0001999,,,,,,,,,,,,,2019,,Valle D'Aosta Chambave Muscat,DOC,Valle D'Aosta Chambave Muscat,La Crotta Di Vegneron,Valle D'Aosta,2,15-19,Muscat blanc a petit grains 100%,nd,84,2,84,nd,nd,,Valle D'Aosta White Wines,Bianco Fermo,White Wine,14,50k,4,acciaio,steel,,,Italia,,,
2,0001999,,,,,,,,,,,,,2020,,Valle D'Aosta Chambave Muscat,DOC,Valle D'Aosta Chambave Muscat,La Crotta Di Vegneron,Valle D'Aosta,3,15-19,Muscat blanc a petit grains 100%,nd,85,2,82,3,88,,Valle D'Aosta White Wines,Bianco Fermo,White Wine,13.5,50k,4,acciaio,steel,,,Italia,,,
1,0001999-1,1.47,28,1.62,28,,0,,15,0.87,15,2.8,,,,Valle D'Aosta Chambave Muscat,DOC,Valle D'Aosta Chambave Muscat,La Crotta Di Vegneron,Valle D'Aosta,2★-3★,15-19,Muscat blanc a petit grains 100%,Crespelle alla valdostana,85.0,2★-3★,84.4,3★,88.0,,Valle D'Aosta White Wines,Bianco Fermo,White Wine,13.5,25k-65k,4-6 mesi in acciaio,acciaio,steel,,,Italy,,,
2,0001998,,,,,,,,,,,,,2014,,Valle D'Aosta Chambave Muscat Attente,DOC,Valle D'Aosta Chambave Muscat,La Crotta Di Vegneron,Valle D'Aosta,3,25-29,Muscat blanc a petit grains 100%,Risotto zafferano e speck,86,3,86,nd,nd,,Valle D'Aosta White Wines,Bianco Fermo,White Wine,13,3k,12,botte,oak,Giallo paglierino con luminosi riflessi color zecchino. ll naso si lascia conquistare dalle spiccate ventate di salvia, accompagnate da accenti citrini e minerali, sentori di bergamotto, susina goccia d'oro e ricordi di camomilla e melissa. l sorso è teso tra freschezza e salinità, con conclusione al sapore di foglie di tè. Dopo 28 mesi in acciaio, riposa ancora per 12 mesi in caratelli di rovere. ,,Italia,,,
2,0001998,,,,,,,,,,,,,2017,,Valle D'Aosta Chambave Muscat Attente,DOC,Valle D'Aosta Chambave Muscat,La Crotta Di Vegneron,Valle D'Aosta,3,20-24,Muscat blanc a petit grains 100%,Riso thai cumino e gamberoni,86,3,86,3,86,,Valle D'Aosta White Wines,Bianco Fermo,White Wine,13,3k,12,botte,oak,Manto giallo verdolino. Si susseguono al  naso sensazioni di gelsomino, cedro, pesca, albicocca, in un abbraccio armonico con camonmilla, eucalipto e spezie orientali. Alla beva, estremamente lunga e sapida, tornano i ricordi agrumati. Matura per 3 mesi in acciaio e per 12 in botti di rovere austriaco da 20 ettolitri ,,Italia,,,
2,0001998,,,,,,,,,,,,,2018,,Valle D'Aosta Chambave Muscat Attente,DOC,Valle D'Aosta Chambave Muscat,La Crotta Di Vegneron,Valle D'Aosta,3,15-19,Muscat blanc a petit grains 100%,Cruditè di scampi,86,3,86,3,86,,Valle D'Aosta White Wines,Bianco Fermo,White Wine,13.5,3k,12,botte,oak,Veste giallo paglierino con luminose striature dorate. Inebriante impatto olfattivo in cui spiccano sambuco, salvia, rosmarino, pesca tabacchiera, albicocca, bastoncino di vaniglia e burro. Chiude con cenni di camomilla, pasta di mandorla e noci. Al palato è morbido e avvolgente. Il profilo gustativo risulta fresco, con una coda sapida e ammandorlata. Per 12 mesi in grandi botti di rovere francese. ,,Italia,,,
2,0001998,,,,,,,,,,,,,2019,,Valle D'Aosta Chambave Muscat Attente,DOC,Valle D'Aosta Chambave Muscat,La Crotta Di Vegneron,Valle D'Aosta,3,20-24,Muscat blanc a petit grains 100%,nd,86,3,86,nd,nd,,Valle D'Aosta White Wines,Bianco Fermo,White Wine,13.5,3k,12,botte,oak,,,Italia,,,
1,0001998-1,1.35,25,1.15,20,,0,,14,0.62,10,3.0,,,,Valle D'Aosta Chambave Muscat Attente,DOC,Valle D'Aosta Chambave Muscat,La Crotta Di Vegneron,Valle D'Aosta,3★,20-24,Muscat blanc a petit grains 100%,Risotto zafferano e speck – Riso thai cumino e gamberoni – Cruditè di scampi,86.0,3★,86.0,3★,86.0,,Valle D'Aosta White Wines,Bianco Fermo,White Wine,13.5,3k,12,botte,oak,,,Italy,,,
2,0002000,,,,,,,,,,,,2017,2014,,Valle D'Aosta Chambave Muscat,DOC,Valle D'Aosta Chambave Muscat,La Vrille,Valle D'Aosta,5,15-19,Muscat blanc a petit grains 100%,Involtini di crudo di Bosses,91,5,91,nd,nd,,Valle D'Aosta White Wines,Bianco Fermo,White Wine,13.5,5k,8,acciaio,steel,Paglierino vivace e luminoso con rapidi lampi dorati. Un vero e proprio défilé di sensazioni con timo, salvia, petali di rosa bianca,  pesca noce, uva spina, ginestra, macchia mediterranea e incenso protagonisti sulla passerella, per chiudere in un garbato effluvio minerale e iodato. Al palato mostra un equilibrio irreprensibile e dall’interminabile persistenza aromatica, presagi di un lungo potenziale di evoluzione nel tempo. Per mantenere integro il profilo varietale, vinificazione e maturazione sono condotte esclusivamente in acciaio per circa 9 mesi, di cui 7 sui lieviti, costellati da frequenti bàtonnage. ,,Italia,,,
2,0002000,,,,,,,,,,,,2018,2015,,Valle D'Aosta Chambave Muscat,DOC,Valle D'Aosta Chambave Muscat,La Vrille,Valle D'Aosta,3,15-19,Muscat blanc a petit grains 100%,Trota di Lillaz alle erbette,86,3,86,nd,nd,,Valle D'Aosta White Wines,Bianco Fermo,White Wine,13.5,4k,8,acciaio,steel,Giallo paglierino con tenui riflessi dorati Impatto olfattivo aromatico di salvia e timo, freschi cenni di pesca e ananas, sensazioni minerali di ardesia. Al palato esordisce con sorprendente freschezza. Chiude con una scia sapida che allunga le sensazioni fruttate e aromatiche. Per 10 mesi in acciaio. ,,Italia,,,
2,0002000,,,,,,,,,,,,2019,2016,,Valle D'Aosta Chambave Muscat,DOC,Valle D'Aosta Chambave Muscat,La Vrille,Valle D'Aosta,3,15-19,Muscat blanc a petit grains 100%,nd,87,3,87,nd,nd,,Valle D'Aosta White Wines,Bianco Fermo,White Wine,13.5,7k,8,acciaio,steel,,,Italia,,,
2,0002000,,,,,,,,,,,,2020,2017,,Valle D'Aosta Chambave Muscat,DOC,Valle D'Aosta Chambave Muscat,La Vrille,Valle D'Aosta,4,15-19,Muscat blanc a petit grains 100%,Maltagliati al ragù bianco di coniglio,89,4,89,nd,nd,,Valle D'Aosta White Wines,Bianco Fermo,White Wine,13.5,7k,8,acciaio,steel,"Giallo paglierino incredibilmente lucente. Impatto aromatico varietale importante: salvia, timo selvatico di montagna, litchi e pesca bianca, elegante e intenso, si rivela con accenni di camomilla, zenzero e pasta  di mandorle, allietando l’olfatto con una mineralità quarzifera. l'assaggio è magistrale una struttura perfettamente bilanciata dalla freschezza e dalla sapidità, un lungo finale ammandorlato caratterizzato da essenza di rosa e pesca nettarina. Macerazioni pellicolari prefermentative e 8 mesi di riposo in acciaio. ",,Italia,,,
2,0002000,,,,,,,,,,,,2021,2018,,Valle D'Aosta Chambave Muscat,DOC,Valle D'Aosta Chambave Muscat,La Vrille,Valle D'Aosta,3,15-19,Muscat blanc a petit grains 100%,Capesante gratinate,87,3,88,3,86,,Valle D'Aosta White Wines,Bianco Fermo,White Wine,13.5,7k,8,acciaio,steel,Giallo paglierino di intensa luminosità. Impatto aromatico di grande rilievo: rosa bianca, fragranze di pesche di vigna e un bouquet di salvia, timo limone e santoreggia rivelano i profumi varietali del vitigno. Alla beva l'ingresso è ricco e avvolgente, con una traccia alcolica ben bilanciata dalla vivida freschezza. Sfuma su ricordi di rosa, pesca e una lieve scia ammandorlata. Sosta in acciaio per 8 mesi ,,Italia,,,
2,0002000,,,,,,,,,,,,2022,2019,,Valle D'Aosta Chambave Muscat,DOC,Valle D'Aosta Chambave Muscat,La Vrille,Valle D'Aosta,3,15-19,Muscat blanc a petit grains 100%,nd,88.5,3,86,5,91,,Valle D'Aosta White Wines,Bianco Fermo,White Wine,14.5,3k,11,acciaio,steel,,,Italia,,,
1,0002000-1,5.34,100,5.88,100,,0,,54,3.15,54,3.5,,,,Valle D'Aosta Chambave Muscat,DOC,Valle D'Aosta Chambave Muscat,La Vrille,Valle D'Aosta,3★-5★,15-19,Muscat blanc a petit grains 100%,Involtini di crudo di Bosses – Trota di Lillaz alle erbette – Maltagliati al ragù bianco di coniglio – Capesante gratinate,88.1,3★-5★,87.8,3★-5★,88.5,,Valle D'Aosta White Wines,Bianco Fermo,White Wine,14.5,3k-7k,8-11 mesi in acciaio,acciaio,steel,,,Italy,,,
2,0002001,,,,,,,,,,,,,2015,Muscat Petit Grain,Valle D'Aosta Muscat Petit Grain,DOC,Valle D'Aosta Chambave Muscat,Lo Triolet,Valle D'Aosta,2,15-19,Muscat blanc a petit grains 100%,Miassa con salignon,84,2,84,nd,nd,,Valle D'Aosta White Wines,Bianco Fermo,White Wine,14.5,1k,5,acciaio,steel,Paglierino delicato. Incipit di salvia e mentuccia, seguite da mela verde e pesca noce. Ricordi floreali di glicine adornano l'assaggio, sempre retto da un nerbo fresco  e sapido di notevole pregio. Finale lungo, dai tratti decisamente aromatici. Solo acciaio per 5 mesi ,,Italia,,,
2,0002001,,,,,,,,,,,,,2020,Muscat Petit Grain,Valle D'Aosta Muscat Petit Grain,DOC,Valle D'Aosta Chambave Muscat,Lo Triolet,Valle D'Aosta,4,15-19,Muscat blanc a petit grains 100%,nd,89,4,89,nd,nd,,Valle D'Aosta White Wines,Bianco Fermo,White Wine,14,4k,8,acciaio,steel,,,Italia,,,
1,0002001-1,1.12,21,1.23,21,,0,,11,0.66,11,3.0,,,,Valle D'Aosta Muscat Petit Grain,DOC,Valle D'Aosta Chambave Muscat,Lo Triolet,Valle D'Aosta,2★-4★,15-19,Muscat blanc a petit grains 100%,Miassa con salignon,nd,2★-4★,nd,nd,nd,,Valle D'Aosta White Wines,Bianco Fermo,White Wine,14,1k-4k,5-8 mesi in acciaio,acciaio,steel,,,Italy,,,
2,0001997,,,,,,,,,,,,,2019,,Valle D'Aosta Muscat De Chambave,DOC,Valle D'Aosta Chambave Muscat,Nicola Del Negro,Valle D'Aosta,3,10-14,Muscat blanc a petit grains 100%,Zuppa di farro e ortica,86,3,86,nd,nd,,Valle D'Aosta White Wines,Bianco Fermo,White Wine,14,3k,8,acciaio,steel,Giallo paglierino lucente. Profilo olfattivo dominato da frutta e fiori: pesca bianca, pera, litchi, agrumi, tiglio, biancospino e gelsomino, poi erbe aromatiche, salvia e mineralità da pietra macinata. Beva fresca e sapida a soddisfare il palato con il riapparire di frutta ed erbe aromatiche e tipico finale leggermente ammandorlato. In acciaio 8 mesi. ,,Italia,,,
2,0001997,,,,,,,,,,,,,2020,,Valle D'Aosta Muscat De Chambave,DOC,Valle D'Aosta Chambave Muscat,Nicola Del Negro,Valle D'Aosta,3,10-14,Muscat blanc a petit grains 100%,nd,86,3,86,nd,nd,,Valle D'Aosta White Wines,Bianco Fermo,White Wine,14,3k,4,acciaio,steel,,,Italia,,,
1,0001997-1,0.68,13,1.06,18,,0,,7,0.57,10,3.0,,,,Valle D'Aosta Muscat De Chambave,DOC,Valle D'Aosta Chambave Muscat,Nicola Del Negro,Valle D'Aosta,3★,10-14,Muscat blanc a petit grains 100%,Zuppa di farro e ortica,nd,3★,nd,nd,nd,,Valle D'Aosta White Wines,Bianco Fermo,White Wine,14,2k,4-8 mesi in acciaio,acciaio,steel,,,Italy,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0001962,,,,,,,,,,,,,2020,,Valle D'Aosta Chardonnay,DOC,Valle D'Aosta Chardonnay,Cave Des Onze Communes,Valle D'Aosta,2,15-19,Chardonnay 100%,nd,82,2,82,nd,nd,,Valle D'Aosta White Wines,Bianco Fermo,White Wine,14,24k,5,acciaio,steel,,,Italia,,,
1,0001962-1,0.12,1,0.07,3,,0,,1,0.07,1,2.0,,,,Valle D'Aosta Chardonnay,DOC,Valle D'Aosta Chardonnay,Cave Des Onze Communes,Valle D'Aosta,2★,15-19,Chardonnay 100%,nd,nd,2★,nd,nd,nd,,Valle D'Aosta White Wines,Bianco Fermo,White Wine,14,24k,5,acciaio,steel,,,Italy,,,
2,0001973,,,,,,,,,,,,,2015,,Valle D'Aosta Chardonnay,DOC,Valle D'Aosta Chardonnay,Chateau Feuillet,Valle D'Aosta,4,10-14,Chardonnay 100%,Filetto di branzino in crosta di sale,89,4,89,nd,nd,,Valle D'Aosta White Wines,Bianco Fermo,White Wine,13.5,2k,5,acciaio,steel,Paglierino smagliante. Lascia presagire tensione e freschezza già dalla vivacità del colore, primeggiano poi all’olfatto sentori nitidi di pompelmo, mela verde e glicine, seguiti da una vena iodata quasi marina, screziata di pepe bianco. Vaghi accenni di pesca bianca  e gelsomino inducono a un sorso pieno e generoso, in cui la solida dotazione calorica che avvolge il palato dialoga con una vibrante sapidità. Vinificato esclusivamente in acciaio, vi matura per 5 mesi con frequenti bàtonnage. ,,Italia,,,
2,0001973,,,,,,,,,,,,,2017,,Valle D'Aosta Chardonnay,DOC,Valle D'Aosta Chardonnay,Chateau Feuillet,Valle D'Aosta,3,15-19,Chardonnay 100%,Risotto ai formaggi,86,3,86,nd,nd,,Valle D'Aosta White Wines,Bianco Fermo,White Wine,13.5,4k,5,acciaio,steel,"Paglierino vivo. Fiore e frutto si presentano all'olfatto con cenni di frutta a polpa bianca, insieme ad ananas, biancospino e gelsomino. Suadente al palato, intenso e di media lunghezza, il sorso è pieno e accompagna una gradevole freschezza gustativa verso una scia di frutta appena colta. Solo acciaio nel processo di vinificazione. ",,Italia,,,
1,0001973-1,1.34,14,0.82,34,,0,,13,0.79,13,3.5,,,,Valle D'Aosta Chardonnay,DOC,Valle D'Aosta Chardonnay,Chateau Feuillet,Valle D'Aosta,3★-4★,15-19,Chardonnay 100%,Filetto di branzino in crosta di sale – Risotto ai formaggi,nd,3★-4★,nd,nd,nd,,Valle D'Aosta White Wines,Bianco Fermo,White Wine,13.5,2k-4k,5,acciaio,steel,,,Italy,,,
2,0001970,,,,,,,,,,,,,2015,,Valle D'Aosta Chardonnay,DOC,Valle D'Aosta Chardonnay,Di Barrò,Valle D'Aosta,2,10-14,Chardonnay 100%,Frittata di patate ,82,2,82,nd,nd,,Valle D'Aosta White Wines,Bianco Fermo,White Wine,13.5,2k,8,acciaio,steel,Giallo paglierino. Effluvi di mela golden e agrumi, poi sensazioni più minerali di pirite e quarzo e accenni di spezie dolci completano il ventaglio odoroso. ll sorso è corrispondente all'olfatto e la persistenza gustativa è giocata sul mallo della noce. Sosta per 8 mesi in acciaio. ,,Italia,,,
